DictWordID,PojUnicode,PojInput,KipUnicode,KipInput,HanLoTaibunPoj,PageNumber,PojNormalized,KipNormalized
1534,Gō͘-kun-chháu,Goo7-kun-chhau2,Gōo-kun-tsháu,Goo7-kun-tshau2,五根草,377,Go-kun-chhau,Goo-kun-tshau
1535,Ah-chih-hông,Ah-chih-hong5,Ah-tsih-hông,Ah-tsih-hong5,鴨舌黃,377,Ah-chih-hong,Ah-tsih-hong
1536,Tê-sî-hông,Te5-si5-hong5,Tê-sî-hông,Te5-si5-hong5,茶匙黃,377,Te-si-hong,Te-si-hong
1537,Hó͘-chhì,Hoo2-chhi3,Hóo-tshì,Hoo2-tshi3,虎刺,379,Ho-chhi,Hoo-tshi
1538,Káu-kut-á,Kau2-kut-á,Káu-kut-á,Kau2-kut-á,狗骨仔,379,Kau-kut-a,Kau-kut-a
1539,Soaⁿ-n̂g-ki,Soann-ng5-ki,Suann-n̂g-ki,Suann-ng5-ki,山黃枝,380,Soa-n̂g-ki,Suann-n̂g-ki
1540,Soaⁿ-n̂g-kiⁿ,Soann-ng5-kinn,Suann-n̂g-kinn,Suann-ng5-kinn,山黃梔,380,Soa-n̂g-ki,Suann-n̂g-kinn
1541,N̂g-ki-hoe,Ng5-ki-hoe,N̂g-ki-hue,Ng5-ki-hue,黃枝花,380,N̂g-ki-hoe,N̂g-ki-hue
1542,N̂g-ki,Ng5-ki,N̂g-ki,Ng5-ki,黃枝,380,N̂g-ki,N̂g-ki
1543,Pe̍h-jîn,Peh8-jin5,Pe̍h-jîn,Peh8-jin5,白仁,380,Peh-jin,Peh-jin
1544,Pe̍h-lîn,Peh8-lin5,Pe̍h-lîn,Peh8-lin5,白隣,380,Peh-lin,Peh-lin
1545,Siān-po̍k,Sian7-pok8,Siān-po̍k,Sian7-pok8,善薄,380,Sian-pok,Sian-pok
1546,Sù-kùi-n̂g-ki,Su3-kui3-ng5-ki,Sù-kuì-n̂g-ki,Su3-kui3-ng5-ki,四季黃枝,381,Su-kui-n̂g-ki,Su-kui-n̂g-ki
1547,Káu-kut-siau,Kau2-kut-siau,Káu-kut-siau,Kau2-kut-siau,狗骨消,381,Kau-kut-siau,Kau-kut-siau
1548,Sian-tan,Sian-tan,Sian-tan,Sian-tan,仙丹,381,Sian-tan,Sian-tan
1549,Chúi-tang-koe,Chui2-tang-koe,Tsuí-tang-kue,Tsui2-tang-kue,水冬瓜,382,Chui-tang-koe,Tsui-tang-kue
1550,Lâi-á,Lai5-a2,Lâi-á,Lai5-a2,梨仔,383,Lai-a,Lai-a
1551,Lám-jîn-kū,Lam2-jin5-ku7,Lám-jîn-kū,Lam2-jin5-ku7,欖仁舅,383,Lam-jin-ku,Lam-jin-ku
1552,Lêng-thò͘-chu,Leng5-thoo3-chu,Lîng-thòo-tsu,Ling5-thoo3-tsu,龍吐珠,384,Leng-tho-chu,Ling-thoo-tsu
1553,Chu-á-chháu,Chu-a2-chhau2,Tsu-á-tsháu,Tsu-a2-tshau2,珠仔草,384,Chu-a-chhau,Tsu-a-tshau
1554,Tēng-keng-chháu,Teng7-keng-chhau2,Tīng-king-tsháu,Ting7-king-tshau2,定經草,384,Teng-keng-chhau,Ting-king-tshau
1555,Koe-chi-chháu,Koe-chi-chhau2,Kue-tsi-tsháu,Kue-tsi-tshau2,瓜子草,384,Koe-chi-chhau,Kue-tsi-tshau
1556,Kau-tîn,Kau-tin5,Kau-tîn,Kau-tin5,鈎藤,385,Kau-tin,Kau-tin
1557,Tò-tiàu-hong,To3-tiau3-hong,Tò-tiàu-hong,To3-tiau3-hong,倒？風,385,To-tiau-hong,To-tiau-hong
1558,Koe-sái-tîn,Koe-sai2-tin5,Kue-sái-tîn,Kue-sai2-tin5,鷄屎藤,385,Koe-sai-tin,Kue-sai-tin
1559,Koe-phang-tîn,Koe-phang-tin5,Kue-phang-tîn,Kue-phang-tin5,鷄香藤,385,Koe-phang-tin,Kue-phang-tin
1560,Pe̍h-koe-sái-tîn,Peh8-koe-sai2-tin5,Pe̍h-kue-sái-tîn,Peh8-kue-sai2-tin5,白鷄屎藤,385,Peh-koe-sai-tin,Peh-kue-sai-tin
1561,Khîⁿ-piah-lêng,Khinn5-piah-leng5,Khînn-piah-lîng,Khinn5-piah-ling5,？壁龍,386,Khi-piah-leng,Khinn-piah-ling
1562,Hong-put-tōng-tîn,Hong-put-tong7-tin5,Hong-put-tōng-tîn,Hong-put-tong7-tin5,風不動藤,386,Hong-put-tong-tin,Hong-put-tong-tin
1563,Chhì-á,Chhi3-a2,Tshì-á,Tshi3-a2,刺仔,386,Chhi-a,Tshi-a
1564,Âng-tîn-á-chháu,Ang5-tin5-a2-chhau2,Âng-tîn-á-tsháu,Ang5-tin5-a2-tshau2,紅藤仔草,386,Ang-tin-a-chhau,Ang-tin-a-tshau
1565,Âng-kun-á-chháu,Ang5-kun-a2-chhau2,Âng-kun-á-tsháu,Ang5-kun-a2-tshau2,紅根仔草,386,Ang-kun-a-chhau,Ang-kun-a-tshau
1566,Kim-kiàm-chháu,Kim-kiam3-chhau2,Kim-kiàm-tsháu,Kim-kiam3-tshau2,金劍草,386,Kim-kiam-chhau,Kim-kiam-tshau
1567,Phùn-seh,Phun3-seh,Phùn-seh,Phun3-seh,噴雪,387,Phun-seh,Phun-seh
1568,Chúi-kim-kiaⁿ,Chui2-kim-kiann,Tsuí-kim-kiann,Tsui2-kim-kiann,水金京、水金驚,387,Chui-kim-kia,Tsui-kim-kiann
1569,Chúi-hûn-á,Chui2-hun5-a2,Tsuí-hûn-á,Tsui2-hun5-a2,水魂仔,387,Chui-hun-a,Tsui-hun-a
1570,Chúi-kim-tiāⁿ,Chui2-kim-tiann7,Tsuí-kim-tiānn,Tsui2-kim-tiann7,水金定,387,Chui-kim-tia,Tsui-kim-tiann
1571,Phàⁿ-kut-siau,Phann3-kut-siau,Phànn-kut-siau,Phann3-kut-siau,？骨消,388,Pha-kut-siau,Phann-kut-siau
1572,Chhit-hio̍h-liân,Chhit-hioh8-lian5,Tshit-hio̍h-liân,Tshit-hioh8-lian5,七葉蓮,388,Chhit-hioh-lian,Tshit-hioh-lian
1573,Kim-gûn-hoe,Kim-gun5-hoe,Kim-gûn-hue,Kim-gun5-hue,金銀花,388,Kim-gun-hoe,Kim-gun-hue
1574,Jím-tang-tîn,Jim2-tang-tin5,Jím-tang-tîn,Jim2-tang-tin5,忍冬藤,388,Jim-tang-tin,Jim-tang-tin
1575,Sù-sî-chhun,Su3-si5-chhun,Sù-sî-tshun,Su3-si5-tshun,四時春,388,Su-si-chhun,Su-si-tshun
1576,Soaⁿ-ti-bah,Soann-ti-bah,Suann-ti-bah,Suann-ti-bah,山豬肉,388,Soa-ti-bah,Suann-ti-bah
1577,Âng-chí-á,Ang5-chi2-a2,Âng-tsí-á,Ang5-tsi2-a2,紅子仔,389,Ang-chi-a,Ang-tsi-a
1578,Chhoan-san-liông,Chhoan-san-liong5,Tshuan-san-liông,Tshuan-san-liong5,穿山龍,391,Chhoan-san-liong,Tshuan-san-liong
1579,Tang-koe,Tang-koe,Tang-kue,Tang-kue,冬瓜、苳瓜,391,Tang-koe,Tang-kue
1580,Si-koe,Si-koe,Si-kue,Si-kue,西瓜,392,Si-koe,Si-kue
1581,Am-koe,Am-koe,Am-kue,Am-kue,菴瓜、庵瓜,392,Am-koe,Am-kue
1582,Chhí-koe,Chhi2-koe,Tshí-kue,Tshi2-kue,刺瓜、莿瓜,392,Chhi-koe,Tshi-kue
1583,Kim-koe,Kim-koe,Kim-kue,Kim-kue,金瓜,392,Kim-koe,Kim-kue
1584,Kim-koe,Kim-koe,Kim-kue,Kim-kue,金瓜,393,Kim-koe,Kim-kue
1585,Kim-si-gó͘-jiáu-lêng,Kim-si-goo2-jiau2-leng5,Kim-si-góo-jiáu-lîng,Kim-si-goo2-jiau2-ling5,金絲五爪龍,393,Kim-si-go-jiau-leng,Kim-si-goo-jiau-ling
1586,Lêng-chhiu-tîn,Leng5-chhiu-tin5,Lîng-tshiu-tîn,Ling5-tshiu-tin5,龍鬚藤,393,Leng-chhiu-tin,Ling-tshiu-tin
1587,Gó͘-jiáu-hún-tîn,Goo2-jiau2-hun2-tin5,Góo-jiáu-hún-tîn,Goo2-jiau2-hun2-tin5,五爪粉藤,393,Go-jiau-hun-tin,Goo-jiau-hun-tin
1588,Pû-á,Pu5-a2,Pû-á,Pu5-a2,匏仔,393,Pu-a,Pu-a
1589,Hô-lô͘-pû,Ho5-loo5-pu5,Hô-lôo-pû,Ho5-loo5-pu5,葫蘆匏,393,Ho-lo-pu,Ho-loo-pu
1590,Chhài-koe,Chhai3-koe,Tshài-kue,Tshai3-kue,菜瓜,393,Chhai-koe,Tshai-kue
1591,Si-koe,Si-koe,Si-kue,Si-kue,絲瓜,393,Si-koe,Si-kue
1592,Tò-tiàu-kim-cheng,To3-tiau3-kim-cheng,Tò-tiàu-kim-tsing,To3-tiau3-kim-tsing,倒？金鐘,394,To-tiau-kim-cheng,To-tiau-kim-tsing
1593,Soaⁿ-chhì-koe,Soann-chhi3-koe,Suann-tshì-kue,Suann-tshi3-kue,山刺瓜,394,Soa-chhi-koe,Suann-tshi-kue
1594,Khó͘-koe,Khoo2-koe,Khóo-kue,Khoo2-kue,苦瓜,394,Kho-koe,Khoo-kue
1595,Chhàu-sái-koe,Chhau3-sai2-koe,Tshàu-sái-kue,Tshau3-sai2-kue,臭屎瓜,394,Chhau-sai-koe,Tshau-sai-kue
1596,Nâ-tâu-ko͘,Na5-tau5-koo,Nâ-tâu-koo,Na5-tau5-koo,林投菰,394,Na-tau-ko,Na-tau-koo
1597,Bo̍k-pih-chú,Bok8-pih-chu2,Bo̍k-pih-tsú,Bok8-pih-tsu2,木鼈子,394,Bok-pih-chu,Bok-pih-tsu
1598,Thian-chháu,Thian-chhau2,Thian-tsháu,Thian-tshau2,天草,394,Thian-chhau,Thian-tshau
1599,Káu-sái-koe,Kau2-sai2-koe,Káu-sái-kue,Kau2-sai2-kue,狗屎瓜,394,Kau-sai-koe,Kau-sai-kue
1600,Chhàu-koe,Chhau3-koe,Tshàu-kue,Tshau3-kue,臭瓜,394,Chhau-koe,Tshau-kue
1601,Káu-sái-koe,Kau2-sai2-koe,Káu-sái-kue,Kau2-sai2-kue,狗屎瓜,395,Kau-sai-koe,Kau-sai-kue
1602,Chúi-sian-hoe-chháu,Chui2-sian-hoe-chhau2,Tsuí-sian-hue-tsháu,Tsui2-sian-hue-tshau2,水仙花草,397,Chui-sian-hoe-chhau,Tsui-sian-hue-tshau
1603,Liam-la̍t-á-chháu,Liam-lat8-a2-chhau2,Liam-la̍t-á-tsháu,Liam-lat8-a2-tshau2,拈力仔草,397,Liam-lat-a-chhau,Liam-lat-a-tshau
1604,Chúi-chháu,Chui2-chhau2,Tsuí-tsháu,Tsui2-tshau2,水草,397,Chui-chhau,Tsui-tshau
1605,Sòe-hio̍h-chúi-chháu,Soe3-hioh8-chui2-chhau2,Suè-hio̍h-tsuí-tsháu,Sue3-hioh8-tsui2-tshau2,細葉水草,397,Soe-hioh-chui-chhau,Sue-hioh-tsui-tshau
1606,Sì-hio̍h-chí-so͘,Si3-hioh8-chi2-soo,Sì-hio̍h-tsí-soo,Si3-hioh8-tsi2-soo,四葉紫蘇,398,Si-hioh-chi-so,Si-hioh-tsi-soo
1607,Tek-chat-hông,Tek-chat-hong5,Tik-tsat-hông,Tik-tsat-hong5,竹節黃,398,Tek-chat-hong,Tik-tsat-hong
1608,Lâm-hong-chháu,Lam5-hong-chhau2,Lâm-hong-tsháu,Lam5-hong-tshau2,南風草,398,Lam-hong-chhau,Lam-hong-tshau
1609,It-ki-hiuⁿ,It-ki-hiunn,It-ki-hiunn,It-ki-hiunn,一枝香,398,It-ki-hiu,It-ki-hiunn
1610,Liú-á-hông,Liu2-a2-hong5,Liú-á-hông,Liu2-a2-hong5,柳仔黃,398,Liu-a-hong,Liu-a-hong
1611,Sòe-pún-chhân-iⁿ-pn̄g,Soe3-pun2-chhan5-inn-png7,Suè-pún-tshân-inn-pn̄g,Sue3-pun2-tshan5-inn-png7,細本蜻蜓飯,398,Soe-pun-chhan-i-pn̄g,Sue-pun-tshan-inn-pn̄g
1612,Báng-á-hun-chháu,Bang2-a2-hun-chhau2,Báng-á-hun-tsháu,Bang2-a2-hun-tshau2,蚊仔煙草,400,Bang-a-hun-chhau,Bang-a-hun-tshau
1613,Chhiⁿ-o-chháu,Chhinn-o-chhau2,Tshinn-o-tsháu,Tshinn-o-tshau2,青萵草,400,Chhi-o-chhau,Tshinn-o-tshau
1614,Chhiⁿ-o,Chhinn-o,Tshinn-o,Tshinn-o,青荷,400,Chhi-o,Tshinn-o
1615,Chin-chu-chhài,Chin-chu-chhai3,Tsin-tsu-tshài,Tsin-tsu-tshai3,珍珠菜、真珠菜,400,Chin-chu-chhai,Tsin-tsu-tshai
1616,Kak-chhài,Kak-chhai3,Kak-tshài,Kak-tshai3,角菜,400,Kak-chhai,Kak-tshai
1617,Tiⁿ-chhài,Tinn-chhai3,Tinn-tshài,Tinn-tshai3,甜菜,400,Ti-chhai,Tinn-tshai
1618,Hiāⁿ,Hiann7,Hiānn,Hiann7,艾,401,Hia,Hiann
1619,Kî-gāi,Ki5-gai7,Kî-gāi,Ki5-gai7,祈艾,401,Ki-gai,Ki-gai
1620,Siong-si̍t-chháu,Siong-sit8-chhau2,Siong-si̍t-tsháu,Siong-sit8-tshau2,傷食草,401,Siong-sit-chhau,Siong-sit-tshau
1621,Khui-pî-chháu,Khui-pi5-chhau2,Khui-pî-tsháu,Khui-pi5-tshau2,開脾草,401,Khui-pi-chhau,Khui-pi-tshau
1622,Thih-tiò-koaⁿ,Thih-tio3-koann,Thih-tiò-kuann,Thih-tio3-kuann,鐵釣竿,402,Thih-tio-koa,Thih-tio-kuann
1623,Soaⁿ-khó͘-lēng,Soann-khoo2-leng7,Suann-khóo-līng,Suann-khoo2-ling7,山苦楝,402,Soa-kho-leng,Suann-khoo-ling
1624,Hâm-hong-chháu,Ham5-hong-chhau2,Hâm-hong-tsháu,Ham5-hong-tshau2,咸豐草,402,Ham-hong-chhau,Ham-hong-tshau
1625,Tông-tī-chháu,Tong5-ti7-chhau2,Tông-tī-tsháu,Tong5-ti7-tshau2,同治草,402,Tong-ti-chhau,Tong-ti-tshau
1626,Tāi-hong-chháu,Tai7-hong-chhau2,Tāi-hong-tsháu,Tai7-hong-tshau2,大楓草、大風草,403,Tai-hong-chhau,Tai-hong-tshau
1627,Tāi-teng-hông,Tai7-teng-hong5,Tāi-ting-hông,Tai7-ting-hong5,大丁黃,403,Tai-teng-hong,Tai-ting-hong
1628,Tāi-hông-chháu,Tai7-hong5-chhau2,Tāi-hông-tsháu,Tai7-hong5-tshau2,大黃草,403,Tai-hong-chhau,Tai-hong-tshau
1629,Kòa-chhiú-hiuⁿ,Koa3-chhiu2-hiunn,Kuà-tshiú-hiunn,Kua3-tshiu2-hiunn,蓋手香,403,Koa-chhiu-hiu,Kua-tshiu-hiunn
1630,Saⁿ-liām-chháu,Sann-liam7-chhau2,Sann-liām-tsháu,Sann-liam7-tshau2,三？草,403,Sa-liam-chhau,Sann-liam-tshau
1631,Siⁿ-mn̂g-chiong-kun,Sinn-mng5-chiong-kun,Sinn-mn̂g-tsiong-kun,Sinn-mng5-tsiong-kun,生毛將軍,403,Si-mn̂g-chiong-kun,Sinn-mn̂g-tsiong-kun
1632,Soaⁿ-pe̍h-chhài,Soann-peh8-chhai3,Suann-pe̍h-tshài,Suann-peh8-tshai3,山白菜,403,Soa-peh-chhai,Suann-peh-tshai
1633,Cháu-bé-thai,Chau2-be2-thai,Tsáu-bé-thai,Tsau2-be2-thai,走馬胎,404,Chau-be-thai,Tsau-be-thai
1634,Sang-ha̍p-kiàm-hio̍h-chháu,Sang-hap8-kiam3-hioh8-chhau2,Sang-ha̍p-kiàm-hio̍h-tsháu,Sang-hap8-kiam3-hioh8-tshau2,雙合劍葉草,404,Sang-hap-kiam-hioh-chhau,Sang-hap-kiam-hioh-tshau
1635,Mn̂g-chiong-kun,Mng5-chiong-kun,Mn̂g-tsiong-kun,Mng5-tsiong-kun,毛將軍,404,Mn̂g-chiong-kun,Mn̂g-tsiong-kun
1636,Thò͘-hī-chháu,Thoo3-hi7-chhau2,Thòo-hī-tsháu,Thoo3-hi7-tshau2,兔耳草,404,Tho-hi-chhau,Thoo-hi-tshau
1637,Kim-chóaⁿ,Kim-choann2,Kim-tsuánn,Kim-tsuann2,金盞,404,Kim-choa,Kim-tsuann
1638,Chu-á-chháu,Chu-a2-chhau2,Tsu-á-tsháu,Tsu-a2-tshau2,珠仔草,405,Chu-a-chhau,Tsu-a-tshau
1639,Móa-thian-seng,Moa2-thian-seng,Muá-thian-sing,Mua2-thian-sing,滿天星,405,Moa-thian-seng,Mua-thian-sing
1640,Ia̍h-á-chháu,Iah8-a2-chhau2,Ia̍h-á-tsháu,Iah8-a2-tshau2,蝶仔草,405,Iah-a-chhau,Iah-a-tshau
1641,Pe̍h-kiok-hoe,Peh8-kiok-hoe,Pe̍h-kiok-hue,Peh8-kiok-hue,白菊花,405,Peh-kiok-hoe,Peh-kiok-hue
1642,Kiok-á,Kiok-a2,Kiok-á,Kiok-a2,菊仔,406,Kiok-a,Kiok-a
1643,Kiok-hoe,Kiok-hoe,Kiok-hue,Kiok-hue,菊花,406,Kiok-hoe,Kiok-hue
1644,Kak-hoe,Kak-hoe,Kak-hue,Kak-hue,菊花,406,Kak-hoe,Kak-hue
1645,Tang-e-chhài,Tang-e-chhai3,Tang-e-tshài,Tang-e-tshai3,苳萵菜,406,Tang-e-chhai,Tang-e-tshai
1646,Tâng-o-chhài,Tang5-o-chhai3,Tâng-o-tshài,Tang5-o-tshai3,茼萵菜,406,Tang-o-chhai,Tang-o-tshai
1647,Phah-bó͘-chhài,Phah-boo2-chhai3,Phah-bóo-tshài,Phah-boo2-tshai3,打妻菜,406,Phah-bo-chhai,Phah-boo-tshai
1648,Tang-o,Tang-o,Tang-o,Tang-o,茼萵,406,Tang-o,Tang-o
1649,Koe-kè-kńg,Koe-ke3-kng2,Kue-kè-kńg,Kue-ke3-kng2,雞？卷,406,Koe-ke-kng,Kue-ke-kng
1650,Koe-kak-chhì,Koe-kak-chhi3,Kue-kak-tshì,Kue-kak-tshi3,雞？刺,406,Koe-kak-chhi,Kue-kak-tshi
1651,Soaⁿ-kòa-chhài,Soann-koa3-chhai3,Suann-kuà-tshài,Suann-kua3-tshai3,山芥菜,408,Soa-koa-chhai,Suann-kua-tshai
1652,Soaⁿ-kun-lêng,Soann-kun-leng5,Suann-kun-lîng,Suann-kun-ling5,山根龍,408,Soa-kun-leng,Suann-kun-ling
1653,Soaⁿ-koe-chhài,Soann-koe-chhai3,Suann-kue-tshài,Suann-kue-tshai3,山瓜菜,408,Soa-koe-chhai,Suann-kue-tshai
1654,Soaⁿ-pe-lêng,Soann-pe-leng5,Suann-pe-lîng,Suann-pe-ling5,山菠薐,408,Soa-pe-leng,Suann-pe-ling
1655,Tàu-piah-hông,Tau3-piah-hong5,Tàu-piah-hông,Tau3-piah-hong5,罩壁黃,408,Tau-piah-hong,Tau-piah-hong
1656,Phû-iông,Phu5-iong5,Phû-iông,Phu5-iong5,芙蓉,408,Phu-iong,Phu-iong
1657,Ti-chhài-chháu,Ti-chhai3-chhau2,Ti-tshài-tsháu,Ti-tshai3-tshau2,豬菜草,408,Ti-chhai-chhau,Ti-tshai-tshau
1658,Sòe-hō-liam-la̍t-á,Soe3-ho7-liam-lat8-a2,Suè-hō-liam-la̍t-á,Sue3-ho7-liam-lat8-a2,細號拈力仔,408,Soe-ho-liam-lat-a,Sue-ho-liam-lat-a
1659,Chhân-o͘-chháu,Chhan5-oo-chhau2,Tshân-oo-tsháu,Tshan5-oo-tshau2,田烏草,408,Chhan-o-chhau,Tshan-oo-tshau
1660,O͘-chhân-o͘,Oo-chhan5-oo,Oo-tshân-oo,Oo-tshan5-oo,烏田烏,408,O-chhan-o,Oo-tshan-oo
1661,Chhân-o͘-á-chháu,Chhan5-oo-a2-chhau2,Tshân-oo-á-tsháu,Tshan5-oo-a2-tshau2,田烏仔草,408,Chhan-o-a-chhau,Tshan-oo-a-tshau
1662,Pe̍h-teng-khiā-u,Peh8-teng-khia7-u,Pe̍h-ting-khiā-u,Peh8-ting-khia7-u,白登竪杇,408,Peh-teng-khia-u,Peh-ting-khia-u
1663,Hâm-hong-chháu,Ham5-hong-chhau2,Hâm-hong-tsháu,Ham5-hong-tshau2,咸豐草,408,Ham-hong-chhau,Ham-hong-tshau
1664,Teng-khiā-u,Teng-khia7-u,Ting-khiā-u,Ting-khia7-u,登竪杇,409,Teng-khia-u,Ting-khia-u
1665,Âng-teng-khiā-u,Ang5-teng-khia7-u,Âng-ting-khiā-u,Ang5-ting-khia7-u,紅登竪杇,409,Ang-teng-khia-u,Ang-ting-khia-u
1666,Sòe-pún-teng-khiā-u,Soe3-pun2-teng-khia7-u,Suè-pún-ting-khiā-u,Sue3-pun2-ting-khia7-u,細本登竪杇,409,Soe-pun-teng-khia-u,Sue-pun-ting-khia-u
1667,Hio̍h-ē-âng,Hioh8-e7-ang5,Hio̍h-ē-âng,Hioh8-e7-ang5,葉下紅,409,Hioh-e-ang,Hioh-e-ang
1668,Siau-sit-chháu,Siau-sit-chhau2,Siau-sit-tsháu,Siau-sit-tshau2,？？草,409,Siau-sit-chhau,Siau-sit-tshau
1669,Hiuⁿ-chháu,Hiunn-chhau2,Hiunn-tsháu,Hiunn-tshau2,香草,410,Hiu-chhau,Hiunn-tshau
1670,Phang-chháu,Phang-chhau2,Phang-tsháu,Phang-tshau2,香草,410,Phang-chhau,Phang-tshau
1671,Pe̍h-hoe-á-chháu,Peh8-hoe-a2-chhau2,Pe̍h-hue-á-tsháu,Peh8-hue-a2-tshau2,白花仔草,410,Peh-hoe-a-chhau,Peh-hue-a-tshau
1672,Tōa-pe̍h-hoe,Toa7-peh8-hoe,Tuā-pe̍h-hue,Tua7-peh8-hue,大白花,410,Toa-peh-hoe,Tua-peh-hue
1673,Tōa-pún-pe̍h-hoe-á-chháu,Toa7-pun2-peh8-hoe-a2-chhau2,Tuā-pún-pe̍h-hue-á-tsháu,Tua7-pun2-peh8-hue-a2-tshau2,大本白花仔草,410,Toa-pun-peh-hoe-a-chhau,Tua-pun-peh-hue-a-tshau
1674,La̍k-ge̍h-seh,Lak8-geh8-seh,La̍k-ge̍h-seh,Lak8-geh8-seh,六月雪,410,Lak-geh-seh,Lak-geh-seh
1675,Chiam-bé-hong,Chiam-be2-hong,Tsiam-bé-hong,Tsiam-be2-hong,尖尾風,410,Chiam-be-hong,Tsiam-be-hong
1676,Te̍k-lân-chháu,Tek8-lan5-chhau2,Te̍k-lân-tsháu,Tek8-lan5-tshau2,澤蘭草,410,Tek-lan-chhau,Tek-lan-tshau
1677,Pan-tek-siuⁿ-si,Pan-tek-siunn-si,Pan-tik-siunn-si,Pan-tik-siunn-si,班竹相思,410,Pan-tek-siu-si,Pan-tik-siunn-si
1678,Soaⁿ-te̍k-lân,Soann-tek8-lan5,Suann-ti̍k-lân,Suann-tik8-lan5,山澤蘭,410,Soa-tek-lan,Suann-tik-lan
1679,Sim-kong-chháu,Sim-kong-chhau2,Sim-kong-tsháu,Sim-kong-tshau2,心廣草,410,Sim-kong-chhau,Sim-kong-tshau
1680,Te̍k-lân,Tek8-lan5,Ti̍k-lân,Tik8-lan5,澤蘭,410,Tek-lan,Tik-lan
1681,Hiong-jû,Hiong-ju5,Hiong-jû,Hiong-ju5,香茹,411,Hiong-ju,Hiong-ju
1682,Âng-bīn-hoan,Ang5-bin7-hoan,Âng-bīn-huan,Ang5-bin7-huan,紅面番,411,Ang-bin-hoan,Ang-bin-huan
1683,Chhú-khak-kū,Chhu2-khak-ku7,Tshú-khak-kū,Tshu2-khak-ku7,鼠殼舅、鼠麴舅,411,Chhu-khak-ku,Tshu-khak-ku
1684,Chheng-bêng-chháu,Chheng-beng5-chhau2,Tshing-bîng-tsháu,Tshing-bing5-tshau2,清明草,411,Chheng-beng-chhau,Tshing-bing-tshau
1685,Chhú-khak,Chhu2-khak,Tshú-khak,Tshu2-khak,鼠麴,411,Chhu-khak,Tshu-khak
1686,Chhú-khak-chháu,Chhu2-khak-chhau2,Tshú-khak-tsháu,Tshu2-khak-tshau2,鼠麴草,411,Chhu-khak-chhau,Tshu-khak-tshau
1687,Âng-chhài,Ang5-chhai3,Âng-tshài,Ang5-tshai3,紅菜,412,Ang-chhai,Ang-tshai
1688,Âng-hōng-chhài,Ang5-hong7-chhai3,Âng-hōng-tshài,Ang5-hong7-tshai3,紅鳳菜,412,Ang-hong-chhai,Ang-hong-tshai
1689,Pe̍h-hōng-chhài,Peh8-hong7-chhai3,Pe̍h-hōng-tshài,Peh8-hong7-tshai3,白鳳菜,412,Peh-hong-chhai,Peh-hong-tshai
1690,Hiòng-ji̍t-kûi,Hiong3-jit8-kui5,Hiòng-ji̍t-kuî,Hiong3-jit8-kui5,向日葵,412,Hiong-jit-kui,Hiong-jit-kui
1691,Giâ-á-chháu,Gia5-a2-chhau2,Giâ-á-tsháu,Gia5-a2-tshau2,鵞仔草,413,Gia-a-chhau,Gia-a-tshau
1692,Thò͘-á-chhài,Thoo3-a2-chhai3,Thòo-á-tshài,Thoo3-a2-tshai3,兔仔草,413,Tho-a-chhai,Thoo-a-tshai
1693,Pô͘-kong-eng,Poo5-kong-eng,Pôo-kong-ing,Poo5-kong-ing,蒲公英,413,Po-kong-eng,Poo-kong-ing
1694,Sió-kim-eng,Sio2-kim-eng,Sió-kim-ing,Sio2-kim-ing,小金英,413,Sio-kim-eng,Sio-kim-ing
1695,Giâ-á-chhài,Gia5-a2-chhài,Giâ-á-tshài,Gia5-a2-tshài,鵞仔菜,413,Gia-a-chhai,Gia-a-tshai
1696,Eng-á-chháu,Eng-a2-chhau2,Ing-á-tsháu,Ing-a2-tshau2,英仔草,413,Eng-a-chhau,Ing-a-tshau
1697,Giâ-á-chháu,Gia5-a2-chhau2,Giâ-á-tsháu,Gia5-a2-tshau2,鵞仔草,414,Gia-a-chhau,Gia-a-tshau
1698,Pô͘-kong-eng,Poo5-kong-eng,Pôo-kong-ing,Poo5-kong-ing,蒲公英,414,Po-kong-eng,Poo-kong-ing
1699,Móa-thian-seng,Moa2-thian-seng,Muá-thian-sing,Mua2-thian-sing,滿天星,414,Moa-thian-seng,Mua-thian-sing
1700,Eng-á-chháu,Eng-a2-chhau2,Ing-á-tsháu,Ing-a2-tshau2,英仔草,414,Eng-a-chhau,Ing-a-tshau
1701,Bé-bé-si,Be2-be2-si,Bé-bé-si,Be2-be2-si,馬尾絲,414,Be-be-si,Be-be-si
1702,Soaⁿ-kòa-chhài,Soann-koa3-chhai3,Suann-kuà-tshài,Suann-kua3-tshai3,山芥菜,414,Soa-koa-chhai,Suann-kua-tshai
1703,To-siong-chháu,To-siong-chhau2,To-siong-tsháu,To-siong-tshau2,刀傷草,414,To-siong-chhau,To-siong-tshau
1704,E-á-chhài,E-a2-chhai3,E-á-tshài,E-a2-tshai3,萵仔菜,414,E-a-chhai,E-a-tshai
1705,Iûⁿ-kak-sam-kiàm,Iunn5-kak-sam-kiam3,Iûnn-kak-sam-kiàm,Iunn5-kak-sam-kiam3,羊角三劍,415,Iu-kak-sam-kiam,Iunn-kak-sam-kiam
1706,La̍k-kak-chháu,Lak8-kak-chhau2,La̍k-kak-tsháu,Lak8-kak-tshau2,六角草,415,Lak-kak-chhau,Lak-kak-tshau
1707,Soaⁿ-kiok,Soann-kiok,Suann-kiok,Suann-kiok,山菊,415,Soa-kiok,Suann-kiok
