Id,English,EnglishIPA,Afrikaans
1642,"besides","/bɪsˈaɪdz/","behalwe"
1643,"besiege","/bɪsˈiːdʒ/","beleër"
1644,"besieger","/bɪsˈiːdʒə/","beleëraar"
1645,"best","/bˈɛst/","beste"
1646,"bestial","/bˈɛstjəl/","beesagtig"
1647,"betrayal","/bɪtɹˈeɪəl/","verraad"
1648,"better","/bˈɛtə/","beter"
1649,"between","/bɪtwˈiːn/","tussen"
1650,"bevy","/bˈɛvi/","1. klomp, kudde, skare, skool, trop❄2. bende"
1651,"bewitch","/bɪwˈɪtʃ/","begoël, begogel, beheks"
1652,"beyond","/bɪjˈɒnd/","verby"
1653,"be","/bˈiː/","kan, mag"
1654,"be","/bˈiː/","afwesig wees, ontbreek"
1655,"be","/bˈiː/","ken"
1656,"be","/bˈiː/","dryf"
1657,"be","/bˈiː/","leef"
1658,"be","/bˈiː/","mag"
1659,"be","/bˈiː/","pas"
1660,"be","/bˈiː/","skaam hom"
1661,"be","/bˈiː/","slaap"
1662,"be","/bˈiː/","baklei"
1663,"be","/bˈiː/","besef"
1664,"be","/bˈiː/","bankrot raak"
1665,"be","/bˈiː/","waag"
1666,"be","/bˈiː/","oppas"
1667,"be","/bˈiː/","sluit"
1668,"be","/bˈiː/","besef"
1669,"be","/bˈiː/","in aanmerking kom"
1670,"be","/bˈiː/","agterbly"
1671,"be","/bˈiː/","verskil"
1672,"be","/bˈiː/","kampeer"
1673,"be","/bˈiː/","behoor, behoort, betaam"
1674,"be","/bˈiː/","mal wees oor"
1675,"be","/bˈiː/","verkeer, voorkom"
1676,"be","/bˈiː/","geniet"
1677,"be","/bˈiː/","honger wees"
1678,"be","/bˈiː/","belangstel in"
1679,"be","/bˈiː/","gewoond wees"
1680,"be","/bˈiː/","agterbly"
1681,"be","/bˈiː/","afwesig wees, ontbreek"
1682,"be","/bˈiː/","agterloop, agter wees"
1683,"be","/bˈiː/","verkeer, voorkom"
1684,"be","/bˈiː/","gelukkig wees"
1685,"be","/bˈiː/","trou"
1686,"be","/bˈiː/","1. afwesig wees, ontbreek"
1687,"be","/bˈiː/","belend"
1688,"be","/bˈiː/","behoor tot, behoort tot"
1689,"be","/bˈiː/","seer wees"
1690,"be","/bˈiː/","bywoon"
1691,"be","/bˈiː/","bejammer, jammer wees"
1692,"be","/bˈiː/","floreer"
1693,"be","/bˈiː/","pas"
1694,"be","/bˈiː/","dors wees"
1695,"be","/bˈiː/","bedrië, bedrieg"
1696,"be","/bˈiː/","bedrië, bedrieg"
1697,"be","/bˈiː/","aandryf, aandrywe"
1698,"be","/bˈiː/","wil"
1699,"be","/bˈiː/","verdien"
1700,"bible","/bˈaɪbəl/","bybel"
1701,"bicycle","/bˈaɪsɪkəl/","fiets"
1702,"bid","/bˈɪd/","1. aanbied❄2. vra"
1703,"bide","/bˈaɪd/","afwag"
1704,"big","/bˈɪɡ/","groot"
1705,"bike","/bˈaɪk/","fiets"
1706,"bikini","/bɪkˈiːni/","bikini"
1707,"bill‐board","/bˈɪl bˈɔːd/","aanplakbord"
1708,"bill","/bˈɪl/","1. bek, snawel❄2. kaartjie❄3. rekening❄4. berekening"
1709,"billiards","/bˈɪlɪˌədz/","biljart"
1710,"bind","/bˈaɪnd/","bind"
1711,"binding","/bˈaɪndɪŋ/","band"
1712,"bindweed","/bˈaɪndwiːd/","akkerwinde"
1713,"birch","/bˈɜːtʃ/","berk, berkeboom"
1714,"bird","/bˈɜːd/","voël"
1715,"birth","/bˈɜːθ/","geboorte"
1716,"birthday","/bˈɜːθdeɪ/","verjaarsdag"
1717,"bishop","/bˈɪʃəp/","biskop"
1718,"bismuth","/bˈɪsmʌθ/","bismut"
1719,"bison","/bˈaɪsən/","bison"
1720,"bit","/bˈɪt/","stuk"
1721,"bite","/bˈaɪt/","1. byt❄2. beet"
1722,"bitter","/bˈɪtə/","bitter"
1723,"black","/blˈak/","swart"
1724,"blame","/blˈeɪm/","beknor, berispe"
1725,"blank","/blˈaŋk/","1. blank, wit❄2. vorm"
1726,"blanket","/blˈaŋkɪt/","beddeken, deken"
1727,"bleak","/blˈiːk/","1. aaklig, onaangenaam❄2. donker❄3. koud"
1728,"blend","/blˈɛnd/","meng"
1729,"bless","/blˈɛs/","benedy, seën"
1730,"blind","/blˈaɪnd/","blind"
1731,"block","/blˈɒk/","blok"
1732,"block","/blˈɒk/","aä‐lawa"
1733,"blood‐red","/blˈʌd ɹˈɛd/","bloedrooi"
1734,"blood‐relationship","/blˈʌd ɹɪlˈeɪʃənʃˌɪp/","verwantskap, naverwantskap, verwantskapsbetrekking"
1735,"blood","/blˈʌd/","bloed"
1736,"blood","/blˈʌd/","bloedrooi"
1737,"bloom","/blˈuːm/","blom"
1738,"blouse","/blˈaʊz/","bloese"
1739,"blow","/blˈəʊ/","1. slag❄2. aanblaas❄3. blaas, waai"
1740,"blue","/blˈuː/","blou"
1741,"blunt","/blˈʌnt/","afstomp"
1742,"blushing","/blˈʌʃɪŋ/","rood"
1743,"boar","/bˈɔː/","beer"
1744,"boardroom","/bˈɔːdɹuːm/","raadskamer"
1745,"boast","/bˈəʊst/","spog"
1746,"bobbin","/bˈɒbɪn/","spoel"
1747,"body","/bˈɒdi/","liggaam, lyf"
1748,"boil","/bˈɔɪl/","kook"
1749,"bolt","/bˈəʊlt/","knip"
1750,"bombard","/bəmbˈɑːd/","beskiet"
1751,"bondwoman","/bˈɒndwʊmən/","slavin"
1752,"bone","/bˈəʊn/","been"
1753,"bonus","/bˈəʊnəs/","bonus"
1754,"book‐keeping","/bˈʊk kˈiːpɪŋ/","boekhou"
1755,"book","/bˈʊk/","1. boek❄2. bestel❄3. bespreek"
1756,"booking‐office","/bˈʊkɪŋ ˈɒfɪs/","kaartjieskantoor"
1757,"booking","/bˈʊkɪŋ/","bespreking"
1758,"border","/bˈɔːdə/","rand"
1759,"bore","/bˈɔː/","1. aanboor❄2. boor"
1760,"boring","/bˈɔːɹɪŋ/","vervelig"
1761,"borrow","/bˈɒɹəʊ/","leen"
1762,"borrow","/bˈɒɹəʊ/","beleen"
1763,"bosom","/bˈʊzəm/","bors"
1764,"boss","/bˈɒs/","1. baas"
1765,"both","/bˈəʊθ/","albei, altwee, beide"
1766,"bother","/bˈɒðə/","belemmer"
1767,"bottle","/bˈɒtəl/","1. bottel❄2. aftap"
1768,"bottom","/bˈɒtəm/","1. agtergrond❄2. agterent"
1769,"bough","/bˈaʊ/","tak"
1770,"boundary","/bˈaʊndəɹi/","grens"
1771,"boutique","/buːtˈiːk/","winkel"
1772,"bovine","/bˈəʊvaɪn/","bees"
1773,"bovine","/bˈəʊvaɪn/","bees"
1774,"bowl","/bˈəʊl/","bak, bekken"
1775,"box‐room","/bˈɒks ɹˈuːm/","bêreplek, pakplek"
1776,"box","/bˈɒks/","1. boks, doos❄2. bak, pot"
1777,"boxer","/bˈɒksə/","bokser"
1778,"boy","/bˈɔɪ/","1. seun❄2. bediende"
1779,"brace","/bɹˈeɪs/","hakie"
1780,"bracelet","/bɹˈeɪslɪt/","armband"
1781,"bracket","/bɹˈakɪt/","hakie"
1782,"brag","/bɹˈaɡ/","spog"
1783,"brain","/bɹˈeɪn/","brein"
1784,"brake","/bɹˈeɪk/","rem"
1785,"branch","/bɹˈantʃ/","1. tak❄2. aftak❄3. afdeling, vak"
1786,"branching","/bɹˈantʃɪŋ/","aftakking"
1787,"brandish","/bɹˈandɪʃ/","swaai"
1788,"brandy","/bɹˈandi/","brandewyn"
1789,"bread","/bɹˈɛd/","brood"
1790,"break","/bɹˈeɪk/","1. afbreek❄2. pouse❄3. breek"
1791,"breakable","/bɹˈeɪkəbəl/","breekbaar"
1792,"breakfast","/bɹˈɛkfəst/","ontbyt"
1793,"break","/bɹˈeɪk/","afspring"
1794,"break","/bɹˈeɪk/","aanbreek"
1795,"break","/bɹˈeɪk/","afbreek"
1796,"break","/bɹˈeɪk/","afwen"
1797,"break","/bɹˈeɪk/","afwen"
1798,"breast","/bɹˈɛst/","bors"
1799,"breath","/bɹˈɛθ/","adem"
1800,"breathe","/bɹˈiːð/","asem"
1801,"breathless","/bɹˈɛθləs/","ademloos"
1802,"breed","/bɹˈiːd/","1. aanhou, teel❄2. oplei❄3. ras"
1803,"bribe","/bɹˈaɪb/","bederf"
1804,"brick","/bɹˈɪk/","baksteen"
1805,"bride","/bɹˈaɪd/","verloofde"
1806,"bridge","/bɹˈɪdʒ/","brug"
1807,"bridle","/bɹˈaɪdəl/","bedwing"
1808,"brief","/bɹˈiːf/","kort"
1809,"bright","/bɹˈaɪt/","1. blink, pragtig, skitterend❄2. helder"
1810,"bright","/bɹˈaɪt/","potblou"
1811,"brilliant","/bɹˈɪliənt/","blink, pragtig, skitterend"
1812,"brim","/bɹˈɪm/","rand"
1813,"bring","/bɹˈɪŋ/","aanbring, aandra, aandraag, bring"
1814,"bring","/bɹˈɪŋ/","meebring, saambring"
1815,"bring","/bɹˈɪŋ/","oplei"
1816,"brinjal","/bɹˈɪndʒəl/","1. brinjal, eierplant❄2. eiervrug"
1817,"brink","/bɹˈɪŋk/","rand"
1818,"brisk","/bɹˈɪsk/","lewendig"
1819,"brittle","/bɹˈɪtəl/","breekbaar"
1820,"broach","/bɹˈəʊtʃ/","1. aanboor❄2. aanbreek"
1821,"broken","/bɹˈəʊkən/","stukkend"
1822,"broker","/bɹˈəʊkə/","eiendomsagentskap"
1823,"bronze","/bɹˈɒnz/","brons"
1824,"broom","/bɹˈuːm/","besem"
1825,"brothel","/bɹˈɒθəl/","bordeel, hoerhuis"
1826,"brother‐in‐law","/bɹˈʌðəɹ ɪn lˈɔː/","aangetroude broer, skoonbroer, swaer"
1827,"brother","/bɹˈʌðə/","broer"
1828,"brow","/bɹˈaʊ/","wenkbrou"
1829,"brown","/bɹˈaʊn/","bruin"
1830,"brownie","/bɹˈaʊni/","aardgees, aardmannetjie"
1831,"brush","/bɹˈʌʃ/","borsel"
1832,"buddy","/bˈʌdi/","makker"
1833,"budget","/bˈʌdʒɪt/","begroting"
1834,"budgetary","/bˈʌdʒɪtəɹi/","begrotingstekort"
1835,"buffalo","/bˈʌfəlˌəʊ/","1. bison❄2. buffel"
1836,"buffer","/bˈʌfə/","buffer"
1837,"buffoon","/bəfˈuːn/","nar"
1838,"builder","/bˈɪldə/","1. aannemer❄2. bouer"
1839,"building","/bˈɪldɪŋ/","1. aanbou❄2. gebou"
1840,"building","/bˈɪldɪŋ/","aannemer"
1841,"built‐up","/bˈɪlt ˈʌp/","beboude gebied"
1842,"bulb","/bˈʌlb/","ampul"
1843,"bulk","/bˈʌlk/","grootte"
1844,"bull","/bˈʊl/","bul"
1845,"bullet","/bˈʊlɪt/","koeël"
1846,"bumblebee","/bˈʌmbəlbˌiː/","aardhommel"
1847,"bumper","/bˈʌmpə/","buffer"
1848,"bunch","/bˈʌntʃ/","bondel"
1849,"bundle","/bˈʌndəl/","bondel"
1850,"burden","/bˈɜːdən/","belaai, belas, laai"
1851,"burdensome","/bˈɜːdənsˌʌm/","1. swaar❄2. benouend"
1852,"bureau","/bjˈʊəɹəʊ/","buro, kantoor"
1853,"bureaucracy","/bjʊəɹˈɒkɹəsi/","amptenaredom, amptenary"
1854,"burglar","/bˈɜːɡlə/","inbreker"
1855,"burial","/bˈɛɹɪəl/","1. begrafnis, begrawing"
1856,"burn","/bˈɜːn/","1. brand❄2. verbrand"
1857,"burst","/bˈɜːst/","bars"
1858,"bury","/bˈɛɹi/","1. begraaf, begrawe"
1859,"bus","/bˈʌs/","bus"
1860,"bush","/bˈʊʃ/","struik"
1861,"bushbody","/bˈʊʃbɒdi/","bemoeial"
1862,"bushbuck","/bˈʊʃbʌk/","bosbok"
1863,"business","/bˈɪznəs/","1. affêre, affêring, ding, saak❄2. handel"
1864,"businessman","/bˈɪznəsmən/","1. sakeman❄2. handelaar"
1865,"business","/bˈɪznəs/","affêre, affêring, ding, saak"
1866,"busstop","/bˈʌstɒp/","bushalte"
1867,"busy","/bˈɪzi/","1. besig❄2. beset"
1868,"bus","/bˈʌs/","bushalte"
1869,"but","/bˈʌt/","1. behalwe❄2. maar❄3. egter, nietemin"
1870,"butcher","/bˈʊtʃə/","1. slag❄2. slagter"
1871,"butcher's","/bˈʊtʃəz/","abattoir"
1872,"butter","/bˈʌtə/","botter"
1873,"buttocks","/bˈʌtəks/","agterent"
1874,"button","/bˈʌtən/","knoop, knop"
1875,"buy","/bˈaɪ/","aankoop, aanskaf, koop"
1876,"by","/bˈaɪ/","1. aan, by, langs, naby❄2. af, deur, sedert, van, vanaf❄3. jeens, om, teen❄4. volgens❄5. met, per❄6. verby"
1877,"bye","/bˈaɪ/","1. adieu❄2. tot siens"
1878,"byname","/bˈaɪneɪm/","bynaam"
1879,"by","/bˈaɪ/","bedags"
1880,"by","/bˈaɪ/","aangetroud"
1881,"by","/bˈaɪ/","deur, met, per"
1882,"by","/bˈaɪ/","abusieflik, per abuis"
1883,"by","/bˈaɪ/","snags"
1884,"by","/bˈaɪ/","al, klaar, reeds, alreeds"
1885,"by","/bˈaɪ/","apropos"
1886,"cabinet","/kˈabɪnət/","1. kabinet❄2. kas"
1887,"cadaver","/kɐdˈavə/","lyk"
1888,"cadger","/kˈadʒə/","klaploper, rugryer, tafelskuimer"
1889,"cadre","/kˈɑːdə/","raamwerk"
1890,"cafetaria","/kˌafiːtˈeəɹiə/","kafeteria"
1891,"cage","/kˈeɪdʒ/","hok"
1892,"calculate","/kˈalkjʊlˌeɪt/","bereken"
1893,"calculation","/kˌalkjʊlˈeɪʃən/","berekening, rekening"
1894,"call","/kˈɔːl/","benaam, benoem, naam"
1895,"caller","/kˈɔːlə/","besoeker"
1896,"call","/kˈɔːl/","aandoen"
1897,"call","/kˈɔːl/","kuier"
1898,"call","/kˈɔːl/","afroep"
1899,"calm","/kˈɑːm/","1. kalm❄2. kalmeer"
1900,"calm","/kˈɑːm/","bedaar"
1901,"camel","/kˈaməl/","kameel"
1902,"camera","/kˈamɹə/","kamera"
1903,"camp","/kˈamp/","kampeer"
1904,"campaign","/kampˈeɪn/","veldtog"
1905,"camping","/kˈampɪŋ/","kamp, kampeerterrein"
1906,"camping","/kˈampɪŋ/","kamp, kampeerterrein"
1907,"camp","/kˈamp/","kamp"
1908,"camp","/kˈamp/","kampeer"
1909,"can","/kˈan/","blik"
1910,"canal","/kənˈal/","kanaal"
1911,"cancel","/kˈansəl/","1. afsê❄2. annulleer, kanselleer"
1912,"cancel","/kˈansəl/","aftelefoneer"
1913,"cancer","/kˈansə/","kanker"
1914,"candidate","/kˈandɪdˌeɪt/","applikant, kandidaat"
1915,"candle","/kˈandəl/","kers"
1916,"cane","/kˈeɪn/","stok"
1917,"canker","/kˈaŋkə/","kanker"
1918,"canopy","/kˈanəpi/","baldakyn"
1919,"cap","/kˈap/","1. pet❄2. mus"
1920,"capable","/kˈeɪpəbəl/","bekwaam"
1921,"capital","/kˈapɪtəl/","hoofstad"
1922,"capital","/kˈapɪtəl/","hoofstad"
1923,"captain","/kˈaptɪn/","kaptein"
1924,"capture","/kˈaptʃə/","beetgryp, beetkry, beetneem, beetpak, beetvat, vang, vat"
1925,"car","/kˈɑː/","kar, motor"
1926,"cardiac","/kˈɑːdiˌak/","innig"
1927,"care","/kˈeə/","1. behartiging❄2. sorg❄3. bekommering, bekommernis"
1928,"careful","/kˈeəfəl/","1. behoedsaam, beleidvol, versigtig❄2. sorgvuldig"
1929,"careless","/kˈeələs/","agteloos, agtelosig, agterlosig"
1930,"carelessness","/kˈeələsnəs/","agteloosheid, agtelosigheid"
1931,"caress","/kəɹˈɛs/","aai"
1932,"care","/kˈeə/","bekommer hom, bekreun hom"
1933,"care","/kˈeə/","1. behandel❄2. oppas"
1934,"carillon","/kˈaɹɪlən/","beiaard"
1935,"carnation","/kɑːnˈeɪʃən/","angelier"
1936,"carpet","/kˈɑːpɪt/","mat"
1937,"carp","/kˈɑːp/","bedil"
1938,"carrion","/kˈaɹiən/","aas"
1939,"carrot","/kˈaɹət/","wortel"
1940,"carry","/kˈaɹi/","dra"
1941,"carrying","/kˈaɹiɪŋ/","afvoer"
1942,"carry","/kˈaɹi/","staan, uithou"
1943,"cart","/kˈɑːt/","kar"
1944,"carve","/kˈɑːv/","1. beeldhou❄2. beitel"
1945,"car","/kˈɑː/","parkeerplek"
1946,"case","/kˈeɪs/","affêre, affêring, ding, saak"
1947,"cash","/kˈaʃ/","kontant"
1948,"casino","/kɐsˈiːnəʊ/","casino"
1949,"casserole","/kˈasəɹˌəʊl/","pan"
1950,"cassette","/kɐsˈɛt/","kasset"
1951,"cast","/kˈast/","afwerp"
1952,"castle","/kˈasəl/","1. kasteel❄2. toring"
1953,"cast","/kˈast/","beskadu, beskaduwee, oorskadu"
1954,"cast","/kˈast/","afwerp"
1955,"cat","/kˈat/","kat"
1956,"catalogue","/kˈatɐlˌɒɡ/","katalogus"
1957,"catch","/kˈatʃ/","1. beetgryp, beetkry, beetneem, beetpak, beetvat, vang, vat❄2. tref"
1958,"cause","/kˈɔːz/","1. aandoen, berokken, veroorsaak❄2. rede❄3. belê, beleg"
1959,"cause","/kˈɔːz/","bedroewe, bedroef"
1960,"cause","/kˈɔːz/","bedroewe, bedroef"
1961,"cause","/kˈɔːz/","belê, beleg"
1962,"caution","/kˈɔːʃən/","1. waarsku❄2. behoedsaamheid"
1963,"cautious","/kˈɔːʃəs/","behoedsaam, beleidvol, versigtig"
1964,"cave","/kˈeɪv/","grot"
1965,"cavern","/kˈavən/","grot"
1966,"cease","/sˈiːs/","ophou"
1967,"ceaselessly","/sˈiːsləsli/","aldeur"
1968,"cede","/sˈiːd/","afstaan, afstand doen van"
1969,"celebration","/sˌɛləbɹˈeɪʃən/","1. selebrasie, viering❄2. party"
1970,"celebrity","/səlˈɛbɹɪti/","1. beroemdheid❄2. ster"
1971,"cellar","/sˈɛlə/","kelder"
1972,"cemetery","/sˈɛmɪtəɹi/","begraafplaas, begraafplek"
1973,"censorious","/sɛnsˈɔːɹiəs/","bedilsiek"
1974,"censoriousness","/sɛnsˈɔːɹiəsnəs/","bedilsug"
1975,"censure","/sˈɛnʃə/","bekritiseer, beoordeel, kritiseer"
1976,"cent","/sˈɛnt/","sent"
1977,"centennial","/sɛntˈɛnɪəl/","eeu"
1978,"centimetre","/sˈɛntɪmˌiːtə/","sentimeter"
1979,"central","/sˈɛntɹəl/","sentraal"
1980,"century","/sˈɛntʃəɹi/","eeu"
1981,"certainly","/sˈɜːtənli/","1. a ja a, seker, sekerlik❄2. tog"
1982,"certainty","/sˈɜːtənti/","sekerheid"
1983,"certificate","/sˈətɪfˌɪkət/","1. akte, bedryf❄2. sertifikaat"
1984,"chain","/tʃˈeɪn/","bergreeks"
1985,"chair","/tʃˈeə/","stoel"
1986,"chairman","/tʃˈeəmən/","voorsitter"
1987,"challenge","/tʃˈalɪndʒ/","uitdaging"
1988,"chamber","/tʃˈeɪmbə/","kamer, vertrek"
1989,"chance","/tʃˈans/","1. gebeurtenis, geleentheid❄2. kans"
1990,"change","/tʃˈeɪndʒ/","1. verander❄2. kleingeld❄3. wissel"
1991,"change","/tʃˈeɪndʒ/","adresverandering"
1992,"channel","/tʃˈanəl/","1. kanaal❄2. buis"
1993,"chaos","/kˈeɪɒs/","baaierd, chaos"
1994,"chaplain","/tʃˈaplɪn/","aalmoesenier"
1995,"character","/kˈaɹɪktə/","1. aard, karakter❄2. natuur❄3. teken"
1996,"characteristic","/kˌaɹɪktəɹˈɪstɪk/","kenmerkend, tipies"
1997,"charge","/tʃˈɑːdʒ/","bereken"
1998,"chariot","/tʃˈaɹiət/","kar"
1999,"charitable","/tʃˈaɹɪtəbəl/","1. barmhartig"
2000,"charity","/tʃˈaɹɪti/","1. aalmoes❄2. naasteliefde"
2001,"charm","/tʃˈɑːm/","1. aanloklikheid, aantreklikheid❄2. amulet❄3. bekoor❄4. aanvalligheid, bekoorlikheid, bekoring"
2002,"charming","/tʃˈɑːmɪŋ/","aanminlik, aanvallig, beelderig, beeldig, bekoorlik"
2003,"chase","/tʃˈeɪs/","1. ten doel hê❄2. aandryf, aandrywe, dryf❄3. agtervolg❄4. jaag"
2004,"chasm","/kˈazəm/","afgrond"
2005,"cheap","/tʃˈiːp/","1. goedkoop"
2006,"cheat","/tʃˈiːt/","1. ploert❄2. bedrieër❄3. bedrië, bedrieg"
2007,"check","/tʃˈɛk/","1. bedwing❄2. kontroleer❄3. tjek"
2008,"check","/tʃˈɛk/","bekruis"
2009,"check","/tʃˈɛk/","kontroleer"
2010,"cheek","/tʃˈiːk/","wang"
2011,"cheerful","/tʃˈiəfəl/","vrolik"
2012,"chemist","/kˈɛmɪst/","apteker"
2013,"chemistry","/kˈɛmɪstɹi/","1. chemie"
2014,"chemist's","/kˈɛmɪsts/","apteek"
2015,"cheque‐book","/tʃˈɛk bˈʊk/","tjekboek"
2016,"cheque","/tʃˈɛk/","tjek"
2017,"chess","/tʃˈɛs/","skaak"
2018,"chest","/tʃˈɛst/","bors"
2019,"chew","/tʃˈuː/","kou"
2020,"chicken","/tʃˈɪkɪn/","1. hen❄2. hoender"
2021,"chief","/tʃˈiːf/","baas"
2022,"chiefly","/tʃˈiːfli/","1. hoofsaaklik, veral"
2023,"child","/tʃˈaɪld/","kind"
2024,"chilly","/tʃˈɪli/","koud"
2025,"chimes","/tʃˈaɪmz/","1. beiaard"
2026,"chimpanzee","/tʃˌɪmpɐnzˈiː/","sjimpansee"
2027,"chisel","/tʃˈɪzəl/","beitel"
2028,"chlorine","/klˈɔːɹiːn/","chloor"
2029,"chocolate","/tʃˈɒklət/","sjokolade"
2030,"choice","/tʃˈɔɪs/","keuse"
2031,"choke","/tʃˈəʊk/","onderdruk"
2032,"choose","/tʃˈuːz/","kies, verkies"
2033,"chord","/kˈɔːd/","akkoord"
2034,"christening","/kɹˈɪsənɪŋ/","doop"
2035,"chuck","/tʃˈʌk/","aai"
2036,"church‐building","/tʃˈɜːtʃ bˈɪldɪŋ/","1. bedehuis, kerk"
2037,"church","/tʃˈɜːtʃ/","1. bedehuis, kerk"
2038,"cider","/sˈaɪdə/","appeldrank, appelwyn"
2039,"cigar","/sɪɡˈɑː/","sigaar"
2040,"cigarette","/sˌɪɡəɹˈɛt/","sigaret"
2041,"cinder","/sˈɪndə/","as"
2042,"cinema","/sˈɪnəmə/","bioskoop, fliekhuis"
2043,"cipher","/sˈaɪfə/","syfer"
2044,"circle","/sˈɜːkəl/","vereniging"
2045,"circumstance","/sˈɜːkəmstˌans/","omstandigheid"
2046,"circumstances","/sˈɜːkəmstˌansɪz/","situasie, toestand"
2047,"cistern","/sˈɪstən/","tenk"
2048,"citation","/saɪtˈeɪʃən/","aanhaling"
2049,"cite","/sˈaɪt/","aanhaal"
2050,"citizen","/sˈɪtɪzən/","burger"
2051,"city","/sˈɪti/","stad"
2052,"civilization","/sˌɪvɪlaɪzˈeɪʃən/","1. beskawing"
2053,"civilize","/sˈɪvəlˌaɪz/","beskaaf, beskawe"
2054,"clamp","/klˈamp/","hakie"
2055,"clan","/klˈan/","kliek"
2056,"clap","/klˈap/","1. apploudiseer❄2. klik"
2057,"clarify","/klˈaɹɪfˌaɪ/","verduidelik"
2058,"class","/klˈas/","1. klas❄2. kursus"
2059,"classic","/klˈasɪk/","klassiek"
2060,"classical","/klˈasɪkəl/","klassiek"
2061,"clean","/klˈiːn/","1. skoon❄2. skoonmaak"
2062,"cleanly","/klˈiːnli/","netjies"
2063,"cleanse","/klˈɛnz/","skoonmaak"
2064,"clear","/klˈiə/","1. opklaar❄2. helder"
2065,"clearly","/klˈiəli/","duidelik"
2066,"clerk","/klˈɑːk/","kantoorklerk"
2067,"clever","/klˈɛvə/","1. bedrewe, behendig, kunstig❄2. slim"
2068,"click","/klˈɪk/","klik"
2069,"client","/klˈaɪənt/","kliënt"
2070,"climate","/klˈaɪmət/","klimaat"
2071,"climb","/klˈaɪm/","1. klim❄2. opgaan, styg❄3. beklim, beklouter"
2072,"climber","/klˈaɪmə/","1. alpinis, bergbeklimmer❄2. bergklimmer"
2073,"climbing","/klˈaɪmɪŋ/","beklimming"
2074,"clinic","/klˈɪnɪk/","kliniek"
2075,"clip","/klˈɪp/","sny"
2076,"clippings","/klˈɪpɪŋz/","afval"
2077,"clique","/klˈiːk/","kliek"
2078,"close‐up","/klˈəʊs ˈʌp/","voorgrond"
2079,"close","/klˈəʊs/","1. toemaak❄2. sluit❄3. innig❄4. bedompig❄5. bekrompe, benoud❄6. aanstaande, eerskomende❄7. na, naby"
2080,"closed","/klˈəʊzd/","toe"
2081,"closet","/klˈɒzɪt/","kas"
2082,"clothe","/klˈəʊð/","beklee, bekleed, klee, pas"
2083,"clothes","/klˈəʊðz/","klere"
2084,"clothing","/klˈəʊðɪŋ/","klere"
2085,"cloud","/klˈaʊd/","benewel"
2086,"clown","/klˈaʊn/","nar"
2087,"club","/klˈʌb/","1. klub❄2. vereniging"
2088,"cluster","/klˈʌstə/","bondel"
2089,"clutch","/klˈʌtʃ/","1. bemagtig, gryp❄2. beetgryp, beetneem, beetpak, beetvak❄3. koppelaar"
2090,"co‐","/kˈəʊ/","aaneen‐"
2091,"co‐operate","/kˈəʊ ˈɒpəɹˌeɪt/","saamwerk"
2092,"coal","/kˈəʊl/","steenkool"
2093,"coast","/kˈəʊst/","kus"
2094,"coat","/kˈəʊt/","jas"
2095,"cobalt","/kˈəʊbɒlt/","kobalt"
2096,"cobra","/kˈəʊbɹə/","kobra"
2097,"cock","/kˈɒk/","haan"
2098,"cocktail","/kˈɒkteɪl/","kelkie"
2099,"cod","/kˈɒd/","kabeljou"
2100,"code","/kˈəʊd/","kode"
2101,"codfish","/kˈɒdfɪʃ/","kabeljou"
2102,"coffee","/kˈɒfi/","Afrikanertroos, koffie"
2103,"coil","/kˈɔɪl/","spoel"
2104,"coin","/kˈɔɪn/","geldstuk, munt, muntstuk"
2105,"cold","/kˈəʊld/","koud"
2106,"colleague","/kˈɒliːɡ/","1. ampgenoot, ampsbroer, kollega"
2107,"collect","/kəlˈɛkt/","bymekaarbring, uithaal, versamel"
2108,"collection","/kəlˈɛkʃən/","1. klomp, kudde, skare, skool, trop❄2. insameling❄3. bundel, versameling"
2109,"college","/kˈɒlɪdʒ/","ampgenoot, kollege"
2110,"collide","/kəlˈaɪd/","bots"
2111,"collision","/kəlˈɪʒən/","botsing"
2112,"colony","/kˈɒləni/","kolonie"
2113,"colour","/kˈʌlə/","kleur"
2114,"columbine","/kˈɒləmbˌaɪn/","akelei"
2115,"column","/kˈɒlʌm/","1. kolom❄2. rubriek"
2116,"comb","/kˈəʊm/","kam"
2117,"combination","/kˌɒmbɪnˈeɪʃən/","kombinasie"
2118,"combine","/kəmbˈaɪn/","verbind"
2119,"come","/kˈʌm/","1. afstam❄2. kom"
2120,"comedy","/kˈɒmədi/","komedie"
2121,"come","/kˈʌm/","1. raak, word❄2. gebeur, geskie, plaatsvind"
2122,"come","/kˈʌm/","ontmoet, sien"
2123,"come","/kˈʌm/","terugkom"
2124,"come","/kˈʌm/","naderkom"
2125,"come","/kˈʌm/","naderkom"
2126,"come","/kˈʌm/","naderkom"
2127,"come","/kˈʌm/","bekruip"
2128,"come","/kˈʌm/","aansluit"
2129,"come","/kˈʌm/","eindig, ophou"
2130,"come","/kˈʌm/","gaan staan, stilhou"
2131,"come","/kˈʌm/","afspring"
2132,"comfort","/kˈʌmfət/","troos"
2133,"comfortable","/kˈʌmftəbəl/","behaaglik, gerieflik, maklik"
2134,"comfortably","/kˈʌmftəbli/","lekker"
2135,"coming","/kˈʌmɪŋ/","afkomstig"
2136,"command","/kəmˈand/","bepaal"
2137,"commander","/kəmˈandə/","kommandant"
2138,"commence","/kəmˈɛns/","1. aanvang, begin, instel❄2. aanbreek"
